"","sat","tothrs","hsize","hsrank","colgpa","athlete","female","white","black"
"762",830,47,1.47,71,3.05,"FALSE","FALSE","TRUE","FALSE"
"763",1430,45,3.05,2,3.76,"FALSE","FALSE","TRUE","FALSE"
"764",1210,44,5.46,12,4,"TRUE","FALSE","TRUE","FALSE"
"765",1120,70,4.93,180,2.04,"FALSE","TRUE","TRUE","FALSE"
"766",940,72,4.93,115,3.0799999,"FALSE","TRUE","TRUE","FALSE"
"767",1350,102,0.05,4,3.4000001,"TRUE","TRUE","TRUE","FALSE"
"768",1060,44,5.03,45,3.75,"FALSE","TRUE","TRUE","FALSE"
"769",820,93,2.1,17,2.71,"TRUE","FALSE","TRUE","FALSE"
"770",1100,81,1.18,41,2.54,"FALSE","FALSE","TRUE","FALSE"
"771",1190,98,1.07,12,2.23,"FALSE","FALSE","TRUE","FALSE"
"772",1070,25,2.61,50,3.21,"FALSE","TRUE","TRUE","FALSE"
"773",1130,69,5.05,92,3.1099999,"FALSE","FALSE","TRUE","FALSE"
"774",1060,104,4.96,50,3.4100001,"FALSE","TRUE","TRUE","FALSE"
"775",900,45,5.41,87,2.8199999,"FALSE","TRUE","TRUE","FALSE"
"776",1230,105,0.04,3,2.77,"FALSE","FALSE","TRUE","FALSE"
"777",1290,74,1.51,20,3.3,"FALSE","FALSE","TRUE","FALSE"
"778",1010,121,4.37,88,1.9299999,"FALSE","FALSE","TRUE","FALSE"
"779",1010,43,0.82,21,1.2,"FALSE","FALSE","TRUE","FALSE"
"780",840,69,2.55,52,2.24,"FALSE","FALSE","TRUE","FALSE"
"781",1320,76,7.64,69,3.46,"FALSE","FALSE","TRUE","FALSE"
"782",1010,45,3.33,39,1.88,"FALSE","TRUE","TRUE","FALSE"
"783",1020,69,2.62,67,3.48,"FALSE","TRUE","TRUE","FALSE"
"784",1110,70,2.62,115,2.5999999,"FALSE","FALSE","TRUE","FALSE"
"785",1040,72,2.62,80,2.8499999,"FALSE","TRUE","TRUE","FALSE"
"786",1020,45,2.41,104,1.58,"FALSE","TRUE","TRUE","FALSE"
"787",1030,45,3.15,37,2.8800001,"FALSE","TRUE","TRUE","FALSE"
"788",1220,18,3.39,176,2.3099999,"FALSE","FALSE","TRUE","FALSE"
"789",1040,44,1.93,37,2.4300001,"TRUE","TRUE","TRUE","FALSE"
"790",1060,108,2.09,86,2.0599999,"FALSE","FALSE","TRUE","FALSE"
"791",1060,105,2.09,18,3.6300001,"FALSE","TRUE","TRUE","FALSE"
"792",990,107,2.09,110,2.2,"FALSE","FALSE","TRUE","FALSE"
"793",1050,42,1.93,50,2.6400001,"FALSE","FALSE","TRUE","FALSE"
"794",960,70,2.07,36,3.1500001,"FALSE","TRUE","TRUE","FALSE"
"795",980,70,2.07,85,2.23,"FALSE","TRUE","TRUE","FALSE"
"796",940,102,2.47,16,2.9000001,"FALSE","TRUE","TRUE","FALSE"
"797",980,42,2.8,77,1.21,"FALSE","FALSE","TRUE","FALSE"
"798",1150,45,2.83,13,1.76,"TRUE","TRUE","TRUE","FALSE"
"799",1000,68,1.59,67,2.4300001,"TRUE","TRUE","TRUE","FALSE"
"800",1070,63,1.59,86,2.48,"FALSE","TRUE","TRUE","FALSE"
"801",1180,105,1.69,48,3.46,"FALSE","FALSE","TRUE","FALSE"
"802",910,43,0.1,5,2.46,"FALSE","TRUE","TRUE","FALSE"
"803",1080,35,1.37,22,2.8299999,"FALSE","FALSE","TRUE","FALSE"
"804",1050,75,0.73,7,3.52,"FALSE","TRUE","TRUE","FALSE"
"805",640,76,2.19,63,1.73,"TRUE","FALSE","FALSE","TRUE"
"806",1240,46,1,33,4,"FALSE","FALSE","FALSE","FALSE"
"807",1280,70,1.38,28,2.0799999,"FALSE","FALSE","TRUE","FALSE"
"808",820,103,1.24,47,2.23,"FALSE","TRUE","TRUE","FALSE"
"809",990,70,0.94,39,2.76,"FALSE","FALSE","TRUE","FALSE"
"810",1120,45,3.4,111,2.29,"FALSE","FALSE","TRUE","FALSE"
"811",1060,44,3.4,147,3.25,"FALSE","FALSE","TRUE","FALSE"
"812",1060,9,3.28,123,2.0699999,"FALSE","FALSE","TRUE","FALSE"
"813",1150,41,3.4,63,3,"FALSE","TRUE","TRUE","FALSE"
"814",1340,44,2.7,72,2.5599999,"FALSE","TRUE","TRUE","FALSE"
"815",1070,43,2.7,99,2.26,"FALSE","FALSE","TRUE","FALSE"
"816",970,71,1.76,20,2.1700001,"FALSE","TRUE","TRUE","FALSE"
"817",1260,19,3.27,67,2.7,"FALSE","FALSE","TRUE","FALSE"
"818",1080,45,3.5,38,3.1099999,"FALSE","TRUE","TRUE","FALSE"
"819",1190,45,1.39,19,2.4100001,"FALSE","FALSE","TRUE","FALSE"
"820",1040,124,3.12,24,2.6900001,"FALSE","TRUE","TRUE","FALSE"
"821",800,78,8.31,220,2.2,"TRUE","FALSE","FALSE","TRUE"
"822",1040,63,4.17,158,2.46,"FALSE","FALSE","TRUE","FALSE"
"823",1150,45,5.47,214,2.52,"FALSE","TRUE","TRUE","FALSE"
"824",1080,119,0.85,1,2.5799999,"FALSE","TRUE","TRUE","FALSE"
"825",1290,69,1.6,2,3.48,"FALSE","FALSE","TRUE","FALSE"
"826",980,69,3.28,145,2.24,"FALSE","TRUE","TRUE","FALSE"
"827",470,93,2.31,92,1.89,"TRUE","FALSE","FALSE","TRUE"
"828",1090,68,2.4,37,2.29,"FALSE","TRUE","TRUE","FALSE"
"829",990,104,3.17,66,2.9100001,"FALSE","FALSE","TRUE","FALSE"
"830",1040,5,1.6,49,3.3299999,"FALSE","FALSE","TRUE","FALSE"
"831",1190,7,1.6,25,3.1400001,"FALSE","TRUE","TRUE","FALSE"
"832",1100,45,1.83,42,2.29,"FALSE","FALSE","TRUE","FALSE"
"833",1100,69,1.43,36,3.02,"FALSE","FALSE","TRUE","FALSE"
"834",990,105,1.13,53,2.55,"FALSE","FALSE","TRUE","FALSE"
"835",1160,44,1,16,3.3699999,"FALSE","TRUE","TRUE","FALSE"
"836",960,41,3.16,97,2.6900001,"FALSE","FALSE","TRUE","FALSE"
"837",930,19,3.67,41,2.8800001,"FALSE","FALSE","TRUE","FALSE"
"838",1050,122,1.55,84,2.3599999,"FALSE","FALSE","TRUE","FALSE"
"839",1040,71,1.91,79,2.6300001,"FALSE","TRUE","TRUE","FALSE"
"840",1000,74,2.5,73,2.6199999,"FALSE","FALSE","TRUE","FALSE"
"841",1000,46,1.36,16,2.55,"FALSE","FALSE","TRUE","FALSE"
"842",1080,42,1.8,49,2.5699999,"FALSE","FALSE","TRUE","FALSE"
"843",1080,43,1.8,71,2.4000001,"FALSE","TRUE","TRUE","FALSE"
"844",1020,74,2.8,47,3.22,"FALSE","FALSE","TRUE","FALSE"
"845",1060,71,3.43,46,2.29,"FALSE","FALSE","TRUE","FALSE"
"846",970,63,2.21,77,2.21,"FALSE","FALSE","TRUE","FALSE"
"847",1030,101,2.13,140,3.1099999,"FALSE","FALSE","TRUE","FALSE"
"848",1080,44,2.86,38,1.62,"FALSE","FALSE","TRUE","FALSE"
"849",1010,102,2.14,17,2.77,"FALSE","TRUE","TRUE","FALSE"
"850",1030,70,2.13,127,2.47,"FALSE","TRUE","TRUE","FALSE"
"851",1140,109,2.19,81,2.26,"FALSE","FALSE","TRUE","FALSE"
"852",1170,75,2.22,9,2.5999999,"FALSE","FALSE","TRUE","FALSE"
"853",1040,96,2.43,38,2.23,"FALSE","TRUE","TRUE","FALSE"
"854",1080,67,4.97,136,1.97,"FALSE","FALSE","TRUE","FALSE"
"855",1100,67,5.29,238,2.5999999,"FALSE","TRUE","TRUE","FALSE"
"856",940,44,1,27,2.8699999,"FALSE","FALSE","TRUE","FALSE"
"857",1020,122,0.99,35,2.3599999,"FALSE","TRUE","TRUE","FALSE"
"858",1080,99,1,24,2.48,"FALSE","FALSE","TRUE","FALSE"
"859",1200,103,4.14,68,2.3,"FALSE","FALSE","TRUE","FALSE"
"860",1160,46,5.13,112,2.3299999,"FALSE","FALSE","TRUE","FALSE"
"861",1060,91,5.35,64,2.9400001,"FALSE","TRUE","TRUE","FALSE"
"862",970,109,4.86,86,3.23,"FALSE","TRUE","TRUE","FALSE"
"863",1050,16,2.4,34,3.3900001,"FALSE","TRUE","TRUE","FALSE"
"864",1130,73,4.67,198,3.0599999,"FALSE","FALSE","TRUE","FALSE"
"865",1440,43,4.3,11,3.8,"FALSE","FALSE","TRUE","FALSE"
"866",850,65,4.3,170,1.9,"FALSE","FALSE","TRUE","FALSE"
"867",980,74,4.13,71,2.8,"FALSE","TRUE","TRUE","FALSE"
"868",950,66,4.13,96,2.47,"FALSE","FALSE","TRUE","FALSE"
"869",1050,113,3.7,17,2.9300001,"FALSE","TRUE","TRUE","FALSE"
"870",1100,73,2.56,146,1.83,"FALSE","FALSE","TRUE","FALSE"
"871",1100,19,2.34,67,2.47,"FALSE","FALSE","TRUE","FALSE"
"872",1120,21,2.68,106,2.1500001,"FALSE","TRUE","TRUE","FALSE"
"873",1190,72,2.32,182,2.02,"FALSE","FALSE","TRUE","FALSE"
"874",920,17,2.68,90,2.53,"FALSE","TRUE","TRUE","FALSE"
"875",1040,65,2.58,102,2.21,"FALSE","FALSE","TRUE","FALSE"
"876",1110,27,4.48,105,2.9100001,"TRUE","TRUE","TRUE","FALSE"
"877",1110,98,3.99,74,2.5599999,"FALSE","TRUE","TRUE","FALSE"
"878",810,65,4.18,169,1.8,"FALSE","FALSE","TRUE","FALSE"
"879",1030,67,1.45,40,2.0599999,"FALSE","FALSE","TRUE","FALSE"
"880",1030,69,3.27,70,2.3499999,"FALSE","TRUE","TRUE","FALSE"
"881",1070,43,1.52,38,2.2,"FALSE","TRUE","TRUE","FALSE"
"882",1280,71,1.67,41,3.04,"FALSE","TRUE","TRUE","FALSE"
"883",1180,113,1.92,11,3.1400001,"FALSE","TRUE","TRUE","FALSE"
"884",980,79,1.96,59,2.54,"FALSE","TRUE","TRUE","FALSE"
"885",1080,44,1.86,46,2.6800001,"FALSE","TRUE","TRUE","FALSE"
"886",1290,74,2.22,12,4,"FALSE","FALSE","TRUE","FALSE"
"887",1050,42,3.1,110,2,"TRUE","FALSE","TRUE","FALSE"
"888",1120,106,2.6,56,2.8699999,"FALSE","TRUE","TRUE","FALSE"
"889",1040,46,3.24,8,3.6600001,"FALSE","TRUE","TRUE","FALSE"
"890",1200,89,3.09,24,1.6,"FALSE","FALSE","TRUE","FALSE"
"891",1100,12,3.33,2,3.97,"FALSE","TRUE","TRUE","FALSE"
"892",1140,45,2.42,52,3.1700001,"FALSE","FALSE","TRUE","FALSE"
"893",1040,44,2.23,78,1.87,"FALSE","TRUE","TRUE","FALSE"
"894",1110,45,3.08,84,3.23,"FALSE","FALSE","TRUE","FALSE"
"895",990,109,2.05,25,3.27,"FALSE","TRUE","TRUE","FALSE"
"896",1080,64,1.99,83,2.5,"FALSE","FALSE","TRUE","FALSE"
"897",1330,79,0.31,1,3.9400001,"FALSE","FALSE","TRUE","FALSE"
"898",1150,16,0.91,23,2.5999999,"FALSE","FALSE","TRUE","FALSE"
"899",1130,66,1.28,32,2.3800001,"FALSE","FALSE","TRUE","FALSE"
"900",840,65,2.78,75,2.73,"FALSE","TRUE","TRUE","FALSE"
"901",1000,44,2.33,17,2.8099999,"FALSE","TRUE","TRUE","FALSE"
"902",970,101,2.41,45,3.1500001,"FALSE","TRUE","TRUE","FALSE"
"903",1060,108,2.67,67,2.95,"FALSE","FALSE","TRUE","FALSE"
"904",1180,42,2.92,16,3.5,"FALSE","TRUE","TRUE","FALSE"
"905",1080,108,2.54,81,2.4400001,"FALSE","FALSE","TRUE","FALSE"
"906",1210,46,3.89,40,3.3299999,"FALSE","TRUE","TRUE","FALSE"
"907",1060,46,4.11,99,3.1099999,"FALSE","TRUE","TRUE","FALSE"
"908",1120,72,3.69,192,2.8699999,"FALSE","FALSE","TRUE","FALSE"
"909",1130,45,4.11,96,3.5799999,"FALSE","FALSE","TRUE","FALSE"
"910",1110,72,2.2,56,2.52,"FALSE","TRUE","TRUE","FALSE"
"911",1020,107,3.79,125,2.46,"FALSE","TRUE","TRUE","FALSE"
"912",960,69,2.59,84,2.6199999,"FALSE","TRUE","TRUE","FALSE"
"913",990,24,2.24,109,2.8199999,"FALSE","FALSE","TRUE","FALSE"
"914",890,17,1.32,30,3.26,"FALSE","TRUE","TRUE","FALSE"
"915",960,65,2.1,84,2.6500001,"FALSE","FALSE","TRUE","FALSE"
"916",1180,41,2.64,103,2.76,"FALSE","FALSE","TRUE","FALSE"
"917",970,42,2.57,33,3.1400001,"FALSE","FALSE","TRUE","FALSE"
"918",1020,41,2.57,29,3.23,"FALSE","FALSE","TRUE","FALSE"
"919",1060,69,2.36,80,2.1500001,"FALSE","FALSE","TRUE","FALSE"
"920",1130,45,3.77,45,3,"FALSE","TRUE","FALSE","FALSE"
"921",940,107,2.15,23,2.21,"FALSE","TRUE","TRUE","FALSE"
"922",990,44,4.25,38,3.3099999,"FALSE","TRUE","TRUE","FALSE"
"923",980,67,3.91,167,1.72,"FALSE","FALSE","TRUE","FALSE"
"924",1110,44,3.48,57,3.5,"FALSE","FALSE","TRUE","FALSE"
"925",1040,85,3.22,14,3.0799999,"FALSE","TRUE","TRUE","FALSE"
"926",1020,44,2.19,76,2,"FALSE","TRUE","TRUE","FALSE"
"927",800,16,3.5,35,3.0599999,"FALSE","FALSE","TRUE","FALSE"
"928",1060,42,5.06,113,2.21,"FALSE","FALSE","TRUE","FALSE"
"929",1030,71,3.01,40,2.4000001,"FALSE","TRUE","TRUE","FALSE"
"930",1070,30,2.27,17,2.78,"FALSE","TRUE","TRUE","FALSE"
"931",1090,46,0.58,8,2.6099999,"FALSE","TRUE","TRUE","FALSE"
"932",1200,79,2.22,39,2.25,"FALSE","FALSE","TRUE","FALSE"
"933",1130,44,2.82,67,3.25,"FALSE","FALSE","TRUE","FALSE"
"934",1230,9,3.4,91,3.8199999,"FALSE","TRUE","TRUE","FALSE"
"935",1280,116,3.2,10,3.21,"FALSE","TRUE","TRUE","FALSE"
"936",1000,70,3.45,138,2.23,"FALSE","TRUE","TRUE","FALSE"
"937",860,74,3.45,135,2.2,"FALSE","TRUE","TRUE","FALSE"
"938",1210,103,4.69,190,2.6600001,"FALSE","FALSE","TRUE","FALSE"
"939",960,66,4.84,214,2.8,"FALSE","TRUE","TRUE","FALSE"
"940",910,70,4.84,104,2.4100001,"FALSE","TRUE","TRUE","FALSE"
"941",990,103,2.25,51,2.52,"FALSE","TRUE","TRUE","FALSE"
"942",1080,13,3.75,115,2.6099999,"FALSE","FALSE","TRUE","FALSE"
"943",830,109,3.5,40,2.02,"FALSE","TRUE","TRUE","FALSE"
"944",910,45,3.67,80,2.1700001,"FALSE","TRUE","TRUE","FALSE"
"945",1040,43,1.86,46,2.26,"FALSE","FALSE","TRUE","FALSE"
"946",890,43,2.21,20,2.73,"FALSE","TRUE","TRUE","FALSE"
"947",1030,72,1.38,15,2.72,"FALSE","TRUE","TRUE","FALSE"
"948",1240,124,1.55,17,2.9100001,"FALSE","FALSE","TRUE","FALSE"
"949",1060,73,1.02,8,3.26,"FALSE","TRUE","TRUE","FALSE"
"950",860,24,0.44,22,2.76,"FALSE","TRUE","TRUE","FALSE"
"951",900,100,4.23,76,2.6900001,"FALSE","TRUE","TRUE","FALSE"
"952",1270,42,2.08,8,3.5,"FALSE","FALSE","TRUE","FALSE"
"953",1010,96,0.1,3,1.9400001,"FALSE","TRUE","TRUE","FALSE"
"954",1100,46,0.46,2,3.6099999,"FALSE","TRUE","TRUE","FALSE"
"955",1010,77,3.4,79,1.79,"FALSE","TRUE","TRUE","FALSE"
"956",910,74,5.33,38,2,"FALSE","TRUE","TRUE","FALSE"
"957",760,48,4.5,111,2.7,"FALSE","TRUE","TRUE","FALSE"
"958",900,72,2.97,71,2.6199999,"FALSE","TRUE","TRUE","FALSE"
"959",1170,71,3.47,28,3.6800001,"FALSE","TRUE","TRUE","FALSE"
"960",1050,71,1.05,38,2.48,"FALSE","FALSE","TRUE","FALSE"
"961",980,106,2.21,37,3.4100001,"FALSE","FALSE","TRUE","FALSE"
"962",1130,13,2.54,39,2.51,"FALSE","FALSE","TRUE","FALSE"
"963",1210,74,3.72,29,3.6400001,"FALSE","FALSE","TRUE","FALSE"
"964",1150,15,4.75,9,3.52,"FALSE","TRUE","TRUE","FALSE"
"965",1050,77,6.95,134,3.1500001,"FALSE","FALSE","TRUE","FALSE"
"966",1000,109,7.25,137,3.1600001,"FALSE","TRUE","TRUE","FALSE"
"967",1030,8,7.6,207,2.5799999,"FALSE","FALSE","TRUE","FALSE"
"968",950,72,6.95,405,2.0599999,"FALSE","TRUE","TRUE","FALSE"
"969",1240,102,0.15,2,2.8299999,"FALSE","FALSE","TRUE","FALSE"
"970",1030,69,7,192,1.84,"FALSE","FALSE","TRUE","FALSE"
"971",1110,102,3.35,188,2.0899999,"FALSE","FALSE","TRUE","FALSE"
"972",940,69,3.37,139,2.55,"FALSE","TRUE","TRUE","FALSE"
"973",1020,66,2.67,30,2.8800001,"FALSE","FALSE","TRUE","FALSE"
"974",970,71,1.2,12,2.3099999,"FALSE","TRUE","TRUE","FALSE"
"975",960,42,1.25,6,3.0699999,"FALSE","TRUE","TRUE","FALSE"
"976",1060,69,3.64,77,2.97,"FALSE","TRUE","TRUE","FALSE"
"977",980,1,3.89,38,2.79,"FALSE","TRUE","TRUE","FALSE"
"978",1070,93,4.91,127,2.26,"TRUE","FALSE","TRUE","FALSE"
"979",1040,92,3.76,63,1.8,"FALSE","FALSE","TRUE","FALSE"
"980",1000,8,2.6,100,2.8499999,"FALSE","TRUE","TRUE","FALSE"
"981",990,3,4.33,145,2.4200001,"FALSE","TRUE","TRUE","FALSE"
"982",1000,74,5.09,112,2.6199999,"FALSE","FALSE","TRUE","FALSE"
"983",1180,100,2.45,10,3.6800001,"FALSE","TRUE","TRUE","FALSE"
"984",1200,72,0.1,4,2.02,"FALSE","TRUE","TRUE","FALSE"
"985",1080,45,3.66,74,2.05,"FALSE","TRUE","TRUE","FALSE"
"986",1150,76,0.88,4,3.6700001,"FALSE","FALSE","TRUE","FALSE"
"987",1110,14,4.63,159,3.4300001,"FALSE","TRUE","TRUE","FALSE"
"988",1120,65,8.47,331,1.6799999,"FALSE","FALSE","TRUE","FALSE"
"989",1090,43,3.84,219,2.4000001,"FALSE","FALSE","TRUE","FALSE"
"990",1310,19,1.64,4,3.05,"FALSE","FALSE","TRUE","FALSE"
"991",1080,70,0.89,12,2.5799999,"FALSE","FALSE","TRUE","FALSE"
"992",1090,74,7.4,51,2.4000001,"FALSE","TRUE","TRUE","FALSE"
"993",1020,77,7.4,153,1.9,"FALSE","TRUE","TRUE","FALSE"
"994",1080,73,2.19,16,3.22,"FALSE","TRUE","TRUE","FALSE"
"995",960,100,3.11,96,2.77,"FALSE","FALSE","TRUE","FALSE"
"996",860,41,0.1,6,2.3800001,"FALSE","TRUE","TRUE","FALSE"
"997",1050,44,0.1,3,2.8099999,"FALSE","FALSE","TRUE","FALSE"
"998",1060,74,4.17,68,3.22,"FALSE","FALSE","TRUE","FALSE"
"999",1190,105,1.22,36,2.1600001,"FALSE","FALSE","TRUE","FALSE"
"1000",1000,71,2.48,93,2.6300001,"FALSE","FALSE","TRUE","FALSE"
"1001",1180,59,2.48,54,2.54,"FALSE","FALSE","TRUE","FALSE"
"1002",1020,72,1.75,27,1.95,"FALSE","FALSE","TRUE","FALSE"
"1003",1060,72,0.1,5,2.29,"FALSE","FALSE","TRUE","FALSE"
"1004",1000,69,3.85,89,2.9100001,"FALSE","FALSE","TRUE","FALSE"
"1005",1010,106,2.39,73,2.3699999,"FALSE","TRUE","TRUE","FALSE"
"1006",1160,102,2.98,81,2.9000001,"FALSE","FALSE","TRUE","FALSE"
"1007",1300,108,4.08,92,2.3,"FALSE","TRUE","TRUE","FALSE"
"1008",1010,72,0.86,10,3.0799999,"FALSE","FALSE","TRUE","FALSE"
"1009",970,70,3.16,31,3.5999999,"FALSE","TRUE","TRUE","FALSE"
"1010",1210,45,4.56,26,4,"FALSE","FALSE","TRUE","FALSE"
"1011",1030,44,3.63,127,3.3699999,"FALSE","TRUE","TRUE","FALSE"
"1012",1230,43,3.63,7,3.3299999,"FALSE","FALSE","TRUE","FALSE"
"1013",980,70,1.85,13,2.73,"FALSE","TRUE","TRUE","FALSE"
"1014",1110,45,2.66,75,2.1700001,"FALSE","FALSE","TRUE","FALSE"
"1015",950,120,0.8,13,2.6300001,"FALSE","FALSE","TRUE","FALSE"
"1016",1180,72,0.49,8,2.9100001,"FALSE","TRUE","TRUE","FALSE"
"1017",1040,91,0.05,3,2.0799999,"FALSE","FALSE","TRUE","FALSE"
"1018",1290,74,2.5,9,3.9200001,"FALSE","TRUE","TRUE","FALSE"
"1019",1010,9,1.61,64,2.25,"FALSE","FALSE","TRUE","FALSE"
"1020",980,70,1,26,2.0999999,"FALSE","TRUE","TRUE","FALSE"
"1021",970,41,1.09,26,1.6900001,"FALSE","TRUE","TRUE","FALSE"
"1022",1180,107,0.8,14,3.4100001,"FALSE","TRUE","TRUE","FALSE"
"1023",1340,70,3.5,4,4,"FALSE","FALSE","TRUE","FALSE"
"1024",1170,45,4.3,47,3.47,"FALSE","TRUE","TRUE","FALSE"
"1025",1230,6,3.25,9,3.4000001,"FALSE","TRUE","TRUE","FALSE"
"1026",920,110,3.6,158,2.0999999,"FALSE","FALSE","TRUE","FALSE"
"1027",1030,13,1.3,12,2.96,"FALSE","TRUE","TRUE","FALSE"
"1028",920,13,1.3,11,2.99,"FALSE","TRUE","TRUE","FALSE"
"1029",1140,67,2.73,15,3.2,"FALSE","TRUE","TRUE","FALSE"
"1030",810,42,3.11,132,1.14,"FALSE","FALSE","TRUE","FALSE"
"1031",1180,11,3.11,14,1.2,"FALSE","FALSE","TRUE","FALSE"
"1032",1020,66,0.05,4,1.8,"FALSE","FALSE","TRUE","FALSE"
"1033",1010,13,4.03,105,2.4300001,"FALSE","FALSE","TRUE","FALSE"
"1034",1090,43,3.34,88,2.8,"FALSE","FALSE","TRUE","FALSE"
"1035",630,17,1.67,87,2.0699999,"TRUE","FALSE","TRUE","FALSE"
"1036",870,43,3,12,3,"FALSE","TRUE","TRUE","FALSE"
"1037",760,73,1.54,2,2.79,"FALSE","TRUE","FALSE","TRUE"
"1038",1050,99,3.09,27,2,"FALSE","FALSE","TRUE","FALSE"
"1039",1020,17,3.63,26,3.48,"FALSE","TRUE","TRUE","FALSE"
"1040",1030,46,3.31,158,1.61,"FALSE","FALSE","TRUE","FALSE"
"1041",860,20,2.39,61,2.6700001,"FALSE","TRUE","TRUE","FALSE"
"1042",970,111,2.39,10,3.47,"FALSE","FALSE","TRUE","FALSE"
"1043",880,44,1.88,44,2.1800001,"FALSE","FALSE","TRUE","FALSE"
"1044",1230,110,2.49,1,3.8699999,"FALSE","FALSE","TRUE","FALSE"
"1045",1090,121,2.39,38,3,"FALSE","FALSE","TRUE","FALSE"
"1046",930,24,1.18,15,2.45,"FALSE","FALSE","TRUE","FALSE"
"1047",1300,69,2.97,44,2.5999999,"FALSE","FALSE","TRUE","FALSE"
"1048",1170,19,1.93,4,3.28,"FALSE","FALSE","TRUE","FALSE"
"1049",1010,33,0.91,60,1.75,"TRUE","FALSE","TRUE","FALSE"
"1050",1030,92,0.73,60,2.3900001,"FALSE","FALSE","TRUE","FALSE"
"1051",1020,44,0.91,16,3.5,"FALSE","TRUE","TRUE","FALSE"
"1052",910,43,0.91,74,2.5999999,"FALSE","TRUE","TRUE","FALSE"
"1053",900,45,1.54,44,2.4200001,"FALSE","FALSE","TRUE","FALSE"
"1054",1230,8,5.91,51,2.0699999,"FALSE","FALSE","TRUE","FALSE"
"1055",950,110,6.08,35,2.8399999,"FALSE","FALSE","TRUE","FALSE"
"1056",1220,104,4.36,5,3.9200001,"FALSE","TRUE","TRUE","FALSE"
"1057",990,44,5.3,110,1.62,"FALSE","FALSE","TRUE","FALSE"
"1058",1040,42,5.43,164,2,"FALSE","TRUE","TRUE","FALSE"
"1059",990,87,0.5,46,1.74,"FALSE","FALSE","TRUE","FALSE"
"1060",940,105,3.73,17,2.2,"FALSE","TRUE","TRUE","FALSE"
"1061",1120,76,4.43,14,2.8399999,"FALSE","FALSE","TRUE","FALSE"
"1062",980,29,4.34,61,2.9300001,"FALSE","FALSE","TRUE","FALSE"
"1063",1040,12,3.04,14,3.5699999,"FALSE","TRUE","TRUE","FALSE"
"1064",1080,105,3.19,40,2.5699999,"FALSE","TRUE","TRUE","FALSE"
"1065",1030,44,1.85,35,3.1800001,"FALSE","FALSE","TRUE","FALSE"
"1066",830,43,2.43,28,1.66,"FALSE","FALSE","TRUE","FALSE"
"1067",1080,78,1.93,26,2.98,"FALSE","TRUE","TRUE","FALSE"
"1068",860,45,3.79,155,2.29,"FALSE","TRUE","TRUE","FALSE"
"1069",1040,42,5.67,97,2.0699999,"FALSE","FALSE","TRUE","FALSE"
"1070",690,18,1.29,9,2.6400001,"FALSE","TRUE","TRUE","FALSE"
"1071",1160,45,3.62,5,3.6400001,"FALSE","TRUE","TRUE","FALSE"
"1072",900,72,3.75,101,1.75,"FALSE","FALSE","TRUE","FALSE"
"1073",1280,109,2.13,12,2.9100001,"FALSE","FALSE","TRUE","FALSE"
"1074",740,43,2.32,63,1.13,"TRUE","TRUE","TRUE","FALSE"
"1075",1010,54,2.12,45,1.51,"FALSE","FALSE","TRUE","FALSE"
"1076",900,46,2,56,3,"FALSE","TRUE","TRUE","FALSE"
"1077",1210,109,1.89,5,3.3,"FALSE","TRUE","TRUE","FALSE"
"1078",980,103,3.51,53,1.73,"FALSE","FALSE","TRUE","FALSE"
"1079",850,67,5.05,69,2.5999999,"FALSE","TRUE","TRUE","FALSE"
"1080",1020,64,5.05,70,2.77,"FALSE","FALSE","TRUE","FALSE"
"1081",1010,41,5.1,154,1.6900001,"FALSE","FALSE","TRUE","FALSE"
"1082",960,33,5.1,43,3.1600001,"FALSE","FALSE","TRUE","FALSE"
"1083",930,72,5.05,75,2.9300001,"FALSE","TRUE","TRUE","FALSE"
"1084",1130,100,4.92,66,2.48,"FALSE","FALSE","TRUE","FALSE"
"1085",950,42,5.1,90,2.28,"FALSE","TRUE","TRUE","FALSE"
"1086",1160,68,5.05,33,2.75,"FALSE","TRUE","TRUE","FALSE"
"1087",830,13,4.44,96,3.2,"FALSE","TRUE","TRUE","FALSE"
"1088",1160,44,5.1,55,3.3099999,"FALSE","TRUE","TRUE","FALSE"
"1089",950,45,4.4,13,3.4100001,"FALSE","FALSE","TRUE","FALSE"
"1090",980,99,2.6,86,2.3699999,"TRUE","FALSE","TRUE","FALSE"
"1091",880,45,1.77,12,3.05,"TRUE","FALSE","TRUE","FALSE"
"1092",1090,41,0.56,30,3.3,"FALSE","FALSE","TRUE","FALSE"
"1093",940,92,0.1,3,3.0699999,"FALSE","FALSE","TRUE","FALSE"
"1094",1120,66,0.1,5,2.45,"FALSE","FALSE","TRUE","FALSE"
"1095",930,72,4,135,2.5999999,"FALSE","FALSE","TRUE","FALSE"
"1096",970,67,0.1,4,3.0899999,"FALSE","FALSE","TRUE","FALSE"
"1097",930,43,0.1,4,1.86,"FALSE","TRUE","TRUE","FALSE"
"1098",1170,65,0.1,2,2.97,"FALSE","TRUE","TRUE","FALSE"
"1099",1220,46,3.13,8,3.3800001,"FALSE","FALSE","TRUE","FALSE"
"1100",1140,45,2.21,3,3.8199999,"FALSE","TRUE","TRUE","FALSE"
"1101",880,44,4.55,89,1.6799999,"FALSE","TRUE","TRUE","FALSE"
"1102",1130,119,1.59,51,1.91,"FALSE","FALSE","TRUE","FALSE"
"1103",880,44,1.42,27,1.5,"FALSE","TRUE","TRUE","FALSE"
